index_[thr: 50],img_path,H4W_pve,OSX_pve,l32_pve,H20_pve
2794,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_hdri_50mm_5_15_00170_ann_id_135542.png,461.7342306901595,417.0934355474855,101.65837167677938,127.4932350064246
2812,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_hdri_50mm_5_15_00172_ann_id_135567.png,338.0251855750916,345.0217743998467,55.878163083766495,261.9545152357675
2860,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_hdri_50mm_5_15_00181_ann_id_135635.png,517.5884227714239,468.1179987877762,278.9471320726452,322.1509701833021
2863,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_hdri_50mm_5_15_00181_ann_id_135640.png,141.19868454358107,119.89717902325688,41.733506127262025,67.83013176729966
2892,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_hdri_50mm_5_15_00189_ann_id_135692.png,267.1741241929325,248.7512738291396,59.62965325300517,108.3972432495263
3007,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_hdri_50mm_5_15_00210_ann_id_135858.png,318.837321979002,346.5974705688141,77.48161921457677,178.63145140763345
3073,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_hdri_50mm_5_15_00223_ann_id_135953.png,550.1067949923903,566.9091737854022,318.38619091495093,468.9696175086677
3094,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_hdri_50mm_5_15_00226_ann_id_135981.png,268.8657910306053,215.08966698309789,107.42929633926305,148.39116631992806
3111,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_hdri_50mm_5_15_00230_ann_id_136005.png,171.56678287013764,175.79820153154105,66.43696043460865,91.86744928096944
3156,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_hdri_50mm_5_15_00238_ann_id_136076.png,402.129912413938,393.3753922808032,116.82811620540063,142.40443621583776
3159,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_hdri_50mm_5_15_00238_ann_id_136079.png,304.1079494336958,216.87944887270496,61.14168468010049,90.43715440872138
3183,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_hdri_50mm_5_15_00241_ann_id_136112.png,421.5943199805855,400.9903142887377,82.50875566507018,109.33965864625388
3243,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_hdri_50mm_5_15_00257_ann_id_136204.png,193.35281337047016,177.4650797185039,54.16049753174656,79.73242350139522
3294,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_archviz_5_10_cam02_00129_ann_id_136259.png,234.91390656835705,252.25278320567585,30.566426939098527,59.15875896765325
3307,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_archviz_5_10_cam02_00131_ann_id_136273.png,235.43046387626907,229.0357690081736,41.92186476496174,72.49265737374736
3309,/dataset/AGORA/data/3840x2160/validation_crop/ag_validationset_renderpeople_bfh_archviz_5_10_cam02_00131_ann_id_136275.png,235.95486278732417,237.75096314101543,49.74041206645282,78.13679854744252
